name,college,major,paper
谈国新,华中师范大学,计算机软件及计算机应用;文化;新闻与传媒;,非物质文化遗产的知识图谱构建
李国志,,无线电电子学;计算机软件及计算机应用;,电子元器件企业知识图谱构建分析
涂振洲,成都信息工程大学,科学研究管理;企业经济;计算机软件及计算机应用;,电子元器件企业知识图谱构建分析
严欢,北京邮电大学,计算机软件及计算机应用;互联网技术;,基于知识图谱的自治域组织机构映射系统的设计与实现
李程,北京邮电大学,计算机软件及计算机应用;,基于信息抽取的知识图谱构建系统的设计与实现
崔琳,云南师范大学,计算机软件及计算机应用;图书情报与数字图书馆;轻工业手工业;,少数民族服饰文化知识图谱的构建及应用研究
张航,云南师范大学,工业通用技术及设备;地质学;计算机软件及计算机应用;,泥石流灾害领域知识图谱的构建与应用
单佩佩,云南师范大学,计算机软件及计算机应用;图书情报与数字图书馆;教育理论与教育管理;,基于核心课程知识图谱的学习路径推荐研究
家明强,云南师范大学,计算机软件及计算机应用;计算机硬件技术;教育理论与教育管理;,基于知识图谱的课程学习系统设计与实现
周成虎,广东省科学院广州地理研究所,自然地理学和测绘学;计算机软件及计算机应用;工业通用技术及设备;,大数据时代的地学知识图谱研究
王华,解放军31009部队,生物学;自然地理学和测绘学;地球物理学;,大数据时代的地学知识图谱研究
王成善,中国地质大学(北京),地质学;石油天然气工业;海洋学;,大数据时代的地学知识图谱研究
侯增谦,中国地质科学院地质研究所,地质学;矿业工程;地球物理学;,大数据时代的地学知识图谱研究
郑志明,北京航空航天大学,电信技术;计算机软件及计算机应用;数学;,大数据时代的地学知识图谱研究
沈树忠,南京大学,地质学;生物学;矿业工程;,大数据时代的地学知识图谱研究
成秋明,中国地质大学(武汉),地质学;矿业工程;地球物理学;,大数据时代的地学知识图谱研究
冯志强,中国石化石油勘探开发研究院,石油天然气工业;工业经济;地球物理学;,大数据时代的地学知识图谱研究
王新兵,上海交通大学,电信技术;计算机软件及计算机应用;电力工业;,大数据时代的地学知识图谱研究
闾海荣,清华大学,计算机软件及计算机应用;工业通用技术及设备;电力工业;,大数据时代的地学知识图谱研究
樊隽轩,南京大学,地质学;生物学;计算机软件及计算机应用;,大数据时代的地学知识图谱研究
胡修棉,南京大学,地质学;海洋学;计算机软件及计算机应用;,大数据时代的地学知识图谱研究
侯明才,成都理工大学,地质学;石油天然气工业;矿业工程;,大数据时代的地学知识图谱研究
诸云强,中国科学院地理科学与资源研究所,计算机软件及计算机应用;自然地理学和测绘学;环境科学与资源利用;,大数据时代的地学知识图谱研究
张绍俊,北京邮电大学,计算机软件及计算机应用;金融;,面向企业尽职调查的知识图谱构建及应用
李小亚,北京邮电大学,计算机软件及计算机应用;临床医学;自动化技术;,医学超声领域知识图谱的设计与实现
陈华钧,浙江大学,计算机软件及计算机应用;电力工业;电信技术;,大规模知识图谱预训练模型及电商应用
张文,浙江大学,计算机软件及计算机应用;电力工业;自动化技术;,大规模知识图谱预训练模型及电商应用
黄志文,阿里巴巴集团,计算机软件及计算机应用;,大规模知识图谱预训练模型及电商应用
叶橄强,浙江大学,计算机软件及计算机应用;电力工业;,大规模知识图谱预训练模型及电商应用
文博,浙江大学,计算机软件及计算机应用;,大规模知识图谱预训练模型及电商应用
张伟,阿里巴巴集团,肿瘤学;医学教育与医学边缘学科;心血管系统疾病;,大规模知识图谱预训练模型及电商应用
朱永明,江苏省无锡市崇安区广勤中学,中等教育;,知识图谱在初中物理复习教学中的应用——以“物态的变化”一章为例
张厚源,电子科技大学,计算机软件及计算机应用;,基于知识图谱的实体间链接预测方法研究
徐进,电子科技大学,计算机软件及计算机应用;,基于工业装配关系分析及其知识图谱的研究
冯恩铭,电子科技大学,计算机软件及计算机应用;,面向探通一体的知识图谱构建方法研究
白洋,北京京航计算通讯研究所,计算机软件及计算机应用;电力工业;计算机硬件技术;,航天质量知识图谱应用研究
宋明艳,北京京航计算通讯研究所,航空航天科学与工程;计算机软件及计算机应用;图书情报与数字图书馆;,航天质量知识图谱应用研究
张彤,北京京航计算通讯研究所,电力工业;计算机软件及计算机应用;计算机硬件技术;,航天质量知识图谱应用研究
黄巍,广东省深圳华为技术有限公司,电力工业;计算机软件及计算机应用;计算机硬件技术;,知识图谱在汽车维修领域的应用
徐海强,中国第一汽车集团公司,计算机软件及计算机应用;计算机硬件技术;汽车工业;,知识图谱在汽车维修领域的应用
李瑞琪,中国电子技术标准化研究院,自动化技术;计算机硬件技术;工业通用技术及设备;,知识图谱产业应用及标准化需求研究
李佳,中国电子技术标准化研究院,自动化技术;工业经济;信息经济与邮政经济;,知识图谱产业应用及标准化需求研究
韦莎,中国电子技术标准化研究院,计算机软件及计算机应用;工业经济;宏观经济管理与可持续发展;,知识图谱产业应用及标准化需求研究
马原野,中国电子技术标准化研究院,宏观经济管理与可持续发展;工业经济;自动化技术;,知识图谱产业应用及标准化需求研究
焦国涛,中国电子技术标准化研究院,工业通用技术及设备;自动化技术;工业经济;,知识图谱产业应用及标准化需求研究
孙佩霞,中国电信股份有限公司,计算机软件及计算机应用;电力工业;,知识图谱在电信行业智能运维中的应用
赵龙刚,中国电信股份有限公司研究院,电信技术;计算机软件及计算机应用;电力工业;,知识图谱在电信行业智能运维中的应用
王峰,中国电信股份有限公司北京研究院,电信技术;计算机软件及计算机应用;计算机硬件技术;,知识图谱在电信行业智能运维中的应用
石晓东,中国电信股份有限公司,皮肤病与性病;计算机软件及计算机应用;工业通用技术及设备;,知识图谱在电信行业智能运维中的应用
刘珮,中国电信股份有限公司,电力工业;计算机软件及计算机应用;,知识图谱在电信行业智能运维中的应用
陈子鹏,中国电信股份有限公司,计算机软件及计算机应用;,知识图谱在电信行业智能运维中的应用
赵楠,北京邮电大学,电信技术;计算机硬件技术;计算机软件及计算机应用;,基于知识图谱的无人机集群目标推演技术研究
何庆明,成都体育学院,体育;图书情报与数字图书馆;,基于中国知网核心期刊武术散打研究演进的知识图谱分析
王建政,电子科技大学,计算机软件及计算机应用;,知识图谱构建的方法研究与应用
何允,大连理工大学,有机化工;安全科学与灾害防治;,基于化工案例的事故原因知识图谱构建研究
朱小龙,长江大学,计算机软件及计算机应用;地质学;石油天然气工业;,地质文本中油气藏特征提取及成藏知识图谱构建研究
张蒙,西安工业大学,计算机软件及计算机应用;自动化技术;教育理论与教育管理;,面向AI教育的学科知识图谱构建
李欢,华中师范大学,计算机软件及计算机应用;中等教育;,面向八年级生物教材知识图谱的指代消解方法研究
王宏超,华中师范大学,计算机软件及计算机应用;,面向编程学习的知识图谱构建与应用研究
洪炎,合肥工业大学,计算机软件及计算机应用;电力工业;自动化技术;,面向表示学习的知识图谱噪音检测研究
石方园,辽宁中医药大学,中医学;,基于CiteSpace针刺治疗肱骨外上髁炎的知识图谱分析
葛勇文,河北大学,考古;图书情报与数字图书馆;,革命文物知识图谱构建研究
孟转转,中国医学科学院医学信息研究所,临床医学;内分泌腺及全身性疾病;,糖尿病营养知识图谱构建研究
杨厚满,广东工业大学,工业通用技术及设备;机械工业;,面向盾构机智能维护的知识图谱构建
陈柯棠,广东工业大学,计算机软件及计算机应用;电力工业;自动化技术;,基于知识图谱和证据理论的个性化推荐算法研究
王婷,吉林大学,计算机软件及计算机应用;贸易经济;,基于融合图结构信息知识图谱特征学习的服务交易推荐系统研究
孙妍,吉林大学,计算机软件及计算机应用;自动化技术;高等教育;,基于深度学习的高校学生胜任力知识图谱构建与应用
叶馨,华北电力大学,计算机软件及计算机应用;自动化技术;,基于知识图谱的数据链路智能分析系统的研究与设计
黄云扬,电子科技大学,计算机软件及计算机应用;自动化技术;,基于深度学习的知识图谱推理方法研究
高迅,吉林大学,计算机软件及计算机应用;,融合上下文语义信息的知识图谱链路预测方法研究
王蓓蓓,吉林大学,计算机软件及计算机应用;,基于事件抽取的多任务学术知识图谱构建方法
杨霞,吉林大学,计算机软件及计算机应用;,基于知识图谱的事实型问答算法研究
刘泽华,吉林大学,计算机软件及计算机应用;,基于知识图谱的事实型智能问答方法研究
陈曦,吉林大学,电力工业;计算机软件及计算机应用;,面向科技文献的学术知识图谱构建研究与应用
董芷艺,吉林大学,计算机软件及计算机应用;电力工业;,基于答案选择结合知识图谱的问答模型研究
成燕华,东华大学,计算机软件及计算机应用;自动化技术;诉讼法与司法制度;,基于知识图谱的OJ题目推荐算法的研究
王鑫雷,大连理工大学,计算机软件及计算机应用;图书情报与数字图书馆;,基于中文知识图谱的问答系统研究
刘源,电子科技大学,医药卫生方针政策与法律法规研究;计算机软件及计算机应用;,基于知识图谱的医疗问答系统
张原召,西北民族大学,计算机软件及计算机应用;生物医学工程;,面向多数据源医疗知识图谱的智能问答系统研究
葛运城,内蒙古师范大学,计算机软件及计算机应用;中国语言文字;,基于WordNet的计算机领域汉英蒙术语知识图谱研究
吴昊,中国民用航空华北地区空中交通管理局内蒙古分局,计算机软件及计算机应用;互联网技术;,面向课程推荐的知识图谱增强推荐模型研究
吕红燕,河北经贸大学,计算机软件及计算机应用;自动化技术;行政学及国家行政管理;,基本公共服务均等化知识图谱的构建与应用研究
王国铭,吉林大学,数学;金融;证券;,基于深度学习的金融领域知识图谱构建研究
施威,辽宁大学,电信技术;计算机软件及计算机应用;自动化技术;,基于AttCNN模型的实体潜在关系知识图谱的研究与实现
杜冰杰,东北师范大学,计算机软件及计算机应用;自动化技术;,基于深度强化学习与知识图谱的推荐算法研究
王碧莹,辽宁大学,计算机软件及计算机应用;,基于知识图谱的职位推荐系统的研究与实现
王宏旭,辽宁大学,计算机软件及计算机应用;,基于融合用户行为特征知识图谱的推荐算法研究
王青青,西北师范大学,医药卫生方针政策与法律法规研究;计算机软件及计算机应用;,融合知识图谱与图嵌入的电子病历推荐方法研究
袁光辉,大连理工大学,医药卫生方针政策与法律法规研究;计算机软件及计算机应用;电力工业;,基于电子病历的知识图谱构建研究
熊奥,中国科学院大学,管理学;数学;核科学技术;,基于知识图谱的核电设备健康管理知识建模与分析
高畅,中国科学院大学,核科学技术;科学研究管理;数学;,基于知识图谱的核电设备健康管理知识建模与分析
赵明辉,中国科学院大学,物理学;核科学技术;科学研究管理;,基于知识图谱的核电设备健康管理知识建模与分析
张玲玲,中国科学院大学,科学研究管理;核科学技术;数学;,基于知识图谱的核电设备健康管理知识建模与分析
谭玲,北京邮电大学,计算机软件及计算机应用;医学教育与医学边缘学科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
鄂海红,北京邮电大学,计算机软件及计算机应用;电力工业;电信技术;,医学知识图谱构建关键技术及研究进展
匡泽民,首都医科大学附属北京安贞医院,心血管系统疾病;内分泌腺及全身性疾病;泌尿科学;,医学知识图谱构建关键技术及研究进展
宋美娜,北京邮电大学,计算机软件及计算机应用;电力工业;电信技术;,医学知识图谱构建关键技术及研究进展
刘毓,北京邮电大学,计算机软件及计算机应用;医学教育与医学边缘学科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
陈正宇,北京邮电大学,计算机软件及计算机应用;医学教育与医学边缘学科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
谢晓璇,北京邮电大学,计算机软件及计算机应用;医学教育与医学边缘学科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
李峻迪,北京邮电大学,计算机软件及计算机应用;医学教育与医学边缘学科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
范家伟,北京邮电大学,计算机软件及计算机应用;眼科与耳鼻咽喉科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
王晴川,北京邮电大学,计算机软件及计算机应用;医学教育与医学边缘学科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
康霄阳,北京邮电大学,计算机软件及计算机应用;医学教育与医学边缘学科;工业通用技术及设备;,医学知识图谱构建关键技术及研究进展
冯朝政,广东工业大学,机械工业;铁路运输;海洋学;,基于知识图谱的地铁故障推荐系统研究
程良伦,广东工业大学,自动化技术;计算机软件及计算机应用;电信技术;,基于知识图谱的地铁故障推荐系统研究
刘燕,赤峰学院,计算机软件及计算机应用;高等教育;自动化技术;,知识图谱研究综述
贾志杰,赤峰学院,图书情报与数字图书馆;,知识图谱研究综述
闫利华,赤峰学院,计算机软件及计算机应用;高等教育;计算机硬件技术;,知识图谱研究综述
邹妍,赤峰学院,计算机软件及计算机应用;高等教育;图书情报与数字图书馆;,知识图谱研究综述
曾红艳,湖南中医药大学,计算机软件及计算机应用;图书情报与数字图书馆;,基于Neo4j的育儿知识图谱构建研究与实践
韦昌法,湖南中医药大学,中医学;高等教育;计算机软件及计算机应用;,基于Neo4j的育儿知识图谱构建研究与实践
唐昊,中国工程物理研究院计算机应用研究所,计算机软件及计算机应用;自然地理学和测绘学;建筑科学与工程;,基于知识图谱的科学效应库研究和开发
蒲天骄,天津大学,电力工业;计算机软件及计算机应用;自动化技术;,电力领域知识图谱的构建与应用
谈元鹏,中国电力科学研究院,电力工业;计算机软件及计算机应用;自动化技术;,电力领域知识图谱的构建与应用
彭国政,中国电力科学研究院,电力工业;计算机软件及计算机应用;自动化技术;,电力领域知识图谱的构建与应用
徐会芳,中国电力科学研究院,电力工业;计算机软件及计算机应用;电信技术;,电力领域知识图谱的构建与应用
张中浩,中国电力科学研究院,电力工业;计算机软件及计算机应用;,电力领域知识图谱的构建与应用
欧阳剑,上海外国语大学,图书情报与数字图书馆;计算机软件及计算机应用;新闻与传媒;,大规模中国历代存世典籍知识图谱构建研究
梁珠芳,广西民族大学,图书情报与数字图书馆;,大规模中国历代存世典籍知识图谱构建研究
任树怀,上海外国语大学,图书情报与数字图书馆;计算机软件及计算机应用;计算机硬件技术;,大规模中国历代存世典籍知识图谱构建研究
汪玥晗,长安大学,公路与水路运输;计算机软件及计算机应用;,基于图神经网络的知识图谱补全方法研究
段浩,中国水利水电科学研究院,计算机软件及计算机应用;水利水电工程;农业基础科学;,水利综合知识图谱构建研究
韩昆,中国水利水电科学研究院,水利水电工程;计算机软件及计算机应用;机械工业;,水利综合知识图谱构建研究
赵红莉,中国水利水电科学研究院水资源研究所,水利水电工程;计算机软件及计算机应用;地球物理学;,水利综合知识图谱构建研究
蒋云钟,中国水利水电科学研究院,水利水电工程;计算机软件及计算机应用;地球物理学;,水利综合知识图谱构建研究
李豪,中国水利水电科学研究院水资源研究所,水利水电工程;计算机软件及计算机应用;,水利综合知识图谱构建研究
毛文山,中国水利水电科学研究院,自然地理学和测绘学;计算机软件及计算机应用;环境科学与资源利用;,水利综合知识图谱构建研究
杜睿山,东北石油大学,计算机软件及计算机应用;石油天然气工业;地质学;,构建知识图谱  实现知识融合——评《知识图谱》
陈寰宇,东北石油大学,图书情报与数字图书馆;经济体制改革;,构建知识图谱  实现知识融合——评《知识图谱》
梁浩,太原科技大学,计算机软件及计算机应用;电力工业;,基于知识图谱的火电领域文本选择系统研究
刘梦超,,,面向海战场的知识建模与知识图谱构建研究与设计
赵地,中山大学,航空航天科学与工程;武器工业与军事技术;图书情报与数字图书馆;,面向知识图谱构建全流程的质量评估框架
张静,解放军军事科学院,计算机软件及计算机应用;武器工业与军事技术;航空航天科学与工程;,面向知识图谱构建全流程的质量评估框架
蒋帅,中山大学,航空航天科学与工程;武器工业与军事技术;自动化技术;,面向知识图谱构建全流程的质量评估框架
王伟,中山大学附属第一医院,电信技术;临床医学;肿瘤学;,面向知识图谱构建全流程的质量评估框架
孙晓,解放军32801部队,计算机软件及计算机应用;电信技术;图书情报与数字图书馆;,面向知识图谱构建全流程的质量评估框架
郑薇薇,,图书情报与数字图书馆;,范钦生平知识图谱构建与应用
黄刚,,图书情报与数字图书馆;,范钦生平知识图谱构建与应用
陈挚,四川外国语大学,新闻与传媒;信息经济与邮政经济;计算机软件及计算机应用;,构建基于用户及影视知识图谱的IPTV智能推荐算法——以河北广电为例
余疆,亚信科技(中国)有限公司,电信技术;计算机软件及计算机应用;,构建基于用户及影视知识图谱的IPTV智能推荐算法——以河北广电为例
王震南,中国电子科技集团电子科学研究院,计算机软件及计算机应用;图书情报与数字图书馆;,基于知识图谱的军事装备知识问答系统研究与实现
张雯,北京信息科技大学,计算机软件及计算机应用;互联网技术;电力工业;,基于知识图谱的领域评审专家推荐
陈胜,中国水利水电科学研究院,水利水电工程;计算机软件及计算机应用;电力工业;,基于知识图谱生成水工程联合调度方案的技术研究
刘业森,中国水利水电科学研究院,计算机软件及计算机应用;水利水电工程;建筑科学与工程;,基于知识图谱生成水工程联合调度方案的技术研究
赵丽平,中国水利水电科学研究院,计算机软件及计算机应用;水利水电工程;电力工业;,基于知识图谱生成水工程联合调度方案的技术研究
张前超,电子科技大学,数学;计算机软件及计算机应用;,应用题知识图谱构建及其分类算法研究
曾露,广西师范大学,自动化技术;计算机软件及计算机应用;图书情报与数字图书馆;,知识图谱赋能信息化教学创新
李其娜,梧州学院,计算机软件及计算机应用;自动化技术;图书情报与数字图书馆;,知识图谱赋能信息化教学创新
杨波,江西财经大学,企业经济;计算机软件及计算机应用;图书情报与数字图书馆;,知识图谱研究综述及其在风险管理领域应用
杨美芳,江西财经大学,计算机软件及计算机应用;企业经济;图书情报与数字图书馆;,知识图谱研究综述及其在风险管理领域应用
李艳茹,曲阜师范大学,计算机软件及计算机应用;图书情报与数字图书馆;教育理论与教育管理;,基于知识图谱的学科知识构建
周子力,曲阜师范大学,计算机软件及计算机应用;自动化技术;电力工业;,基于知识图谱的学科知识构建
倪睿康,曲阜师范大学,计算机软件及计算机应用;图书情报与数字图书馆;教育理论与教育管理;,基于知识图谱的学科知识构建
马腾,曲阜师范大学,计算机软件及计算机应用;图书情报与数字图书馆;教育理论与教育管理;,基于知识图谱的学科知识构建
高书林,曲阜师范大学,计算机软件及计算机应用;图书情报与数字图书馆;教育理论与教育管理;,基于知识图谱的学科知识构建
王彦冰,曲阜师范大学,计算机软件及计算机应用;图书情报与数字图书馆;教育理论与教育管理;,基于知识图谱的学科知识构建
温洪帅,北京邮电大学,计算机软件及计算机应用;,基于知识图谱的运维推荐系统研究
唐作为,兰州交通大学,计算机软件及计算机应用;自动化技术;,基于知识图谱的关系推理算法研究
张益广,兰州交通大学,计算机软件及计算机应用;自动化技术;,基于知识图谱的网络用语语义分析研究
牛勇,电子科技大学,互联网技术;,网络安全知识图谱构建的关键技术研究
付成,电子科技大学,计算机软件及计算机应用;,电磁态势知识图谱表示学习方法研究
王文广,达而观信息科技(上海)有限公司,计算机软件及计算机应用;电力工业;自动化技术;,知识图谱推理：现代的方法与应用
孟令达,北京交通大学,计算机软件及计算机应用;自动化技术;,A公司光纤传感产品生产环节的风险知识图谱构建研究
汪陈,合肥工业大学,地质学;计算机软件及计算机应用;自动化技术;,面向中文文献的金矿时空属性信息抽取及知识图谱可视化表达
海强,宁夏大学,计算机软件及计算机应用;,融合注意力与知识图谱的药物靶点预测
张晟博,昆明理工大学,汽车工业;计算机软件及计算机应用;金属学及金属工艺;,知识图谱驱动的发动机AR辅助维修技术研究与实现
杨超,安徽建筑大学,建筑科学与工程;自动化技术;计算机软件及计算机应用;,基于本体的徽派建筑知识图谱构建研究
李想,东北林业大学,图书情报与数字图书馆;林业;农业经济;,基于深度学习的中文林业知识图谱的构建研究
孙佳琛,陆军工程大学,电信技术;计算机软件及计算机应用;武器工业与军事技术;,频谱知识图谱：面向未来频谱管理的智能引擎
王金龙,陆军工程大学,电信技术;工业通用技术及设备;武器工业与军事技术;,频谱知识图谱：面向未来频谱管理的智能引擎
丁国如,陆军工程大学,电信技术;自动化技术;航空航天科学与工程;,频谱知识图谱：面向未来频谱管理的智能引擎
陈瑾,陆军工程大学,电信技术;航空航天科学与工程;计算机软件及计算机应用;,频谱知识图谱：面向未来频谱管理的智能引擎
龚玉萍,陆军工程大学,电信技术;工业通用技术及设备;高等教育;,频谱知识图谱：面向未来频谱管理的智能引擎
段阳,四川大学,机械工业;金属学及金属工艺;计算机软件及计算机应用;,金属切削加工知识图谱构建及应用
何璠,广东药科大学,内分泌腺及全身性疾病;,糖尿病知识服务平台的知识图谱构建研究
曾中,大连理工大学,医学教育与医学边缘学科;计算机软件及计算机应用;,基于跨句关系抽取的医疗知识图谱构建与应用
廉龙颖,黑龙江科技大学,互联网技术;计算机软件及计算机应用;高等教育;,基于本体的网络空间安全知识图谱的构建方法
张思龙,解放军国防大学,图书情报与数字图书馆;新闻与传媒;计算机软件及计算机应用;,基于知识图谱的网络舆情研判系统研究
王兰成,解放军国防大学,计算机软件及计算机应用;图书情报与数字图书馆;档案及博物馆;,基于知识图谱的网络舆情研判系统研究
娄国哲,解放军国防大学,图书情报与数字图书馆;计算机软件及计算机应用;军事;,基于知识图谱的网络舆情研判系统研究
马婧瑜,长安大学,公路与水路运输;计算机软件及计算机应用;,基于知识图谱嵌入的货运问答系统的设计与实现
汪昱廷,电子科技大学,计算机软件及计算机应用;金融;,基于知识图谱及大数据框架的反洗钱可视化分析方法研究
刘昱甫,清华大学,计算机软件及计算机应用;预防医学与卫生学;气象学;,基于知识图谱的搜索引擎技术研究与应用
李天宇,曲阜师范大学,计算机软件及计算机应用;电力工业;自动化技术;,面向知识图谱的表示学习算法研究
戴旭尧,重庆理工大学,计算机软件及计算机应用;自动化技术;,面向知识图谱和语义识别的高校迎新问答系统的研究
陈云飞,长安大学,机械工业;仪器仪表工业;建筑科学与工程;,数据驱动的机床故障诊断知识图谱构建与预测维护研究
于雯婷,北京邮电大学,计算机软件及计算机应用;自动化技术;,基于深度学习的知识图谱技术与算法研究
邓力华,电子科技大学,数学;计算机软件及计算机应用;,初等数学知识图谱的构建以及表示方法的研究
万顺,电子科技大学,计算机软件及计算机应用;生物医学工程;轻工业手工业;,基于医疗知识图谱的辅助诊断系统研究与应用
张腾飞,电子科技大学,物理学;计算机软件及计算机应用;,基于深度学习的电磁知识图谱构建与应用
高飞,广西科技大学,图书情报与数字图书馆;高等教育;社会科学理论与方法;,知识图谱引入学科分析报告的作用研究
曹瑞猛,重庆理工大学,计算机软件及计算机应用;互联网技术;自动化技术;,基于循环神经网络与权重知识图谱的推荐算法研究及应用
李菲,长安大学,计算机软件及计算机应用;,基于深度学习的知识图谱实体消歧方法研究
蔺琪,长安大学,计算机软件及计算机应用;自动化技术;电力工业;,具有知识发现的领域知识图谱构建与应用
贾宇彤,电子科技大学,计算机软件及计算机应用;,基于知识图谱的知识推理研究
贾明鹤,电子科技大学,计算机软件及计算机应用;,基于知识图谱的广电节目推荐系统设计与实现
廖振鑫,电子科技大学,地质学;计算机软件及计算机应用;,面向地质领域的知识图谱构建研究及应用
罗坤明,电子科技大学,计算机软件及计算机应用;电力工业;,基于知识图谱的数据清洗技术研究与实现
杨宇雪,电子科技大学,计算机软件及计算机应用;自动化技术;,基于神经网络的知识图谱推理关键技术研究
孙睿,电子科技大学,计算机软件及计算机应用;,基于多模态知识图谱的推荐系统
高蜜,电子科技大学,数学;计算机软件及计算机应用;,基于知识图谱的初等数学特征提取及其应用研究
王洋洋,电子科技大学,数学;计算机软件及计算机应用;,基于知识图谱的初等数学关系抽取及其应用
温启良,广东省深圳市康拓普信息技术有限公司,电力工业;计算机软件及计算机应用;电信技术;,知识图谱的泛在电力物联网安全可视化技术分析
黄兵,,电力工业;计算机软件及计算机应用;电信技术;,知识图谱的泛在电力物联网安全可视化技术分析
张渊渊,广东省深圳市康拓普信息技术有限公司,电力工业;计算机软件及计算机应用;电信技术;,知识图谱的泛在电力物联网安全可视化技术分析
詹会兰,电子科技大学,电信技术;计算机软件及计算机应用;电力工业;,基于知识图谱的广电内容推荐算法研究与设计
李娜,电子科技大学,计算机软件及计算机应用;,基于知识图谱的问答系统的研究
邹洋,电子科技大学,计算机软件及计算机应用;,软件知识领域知识图谱构建关键技术研究与应用
王鹤鸣,电子科技大学,计算机软件及计算机应用;,暗网交易链知识图谱关键技术研究与应用
王志阳,电子科技大学,计算机软件及计算机应用;电力工业;,领域知识图谱构建方法的研究与实现
年宇慧,电子科技大学,计算机软件及计算机应用;电力工业;,基于开放世界知识图谱的问答技术研究与实现
张金斗,中国科学技术大学,计算机软件及计算机应用;自动化技术;,知识图谱分布式表示学习方法及应用研究
陈荣祯,北京邮电大学,计算机软件及计算机应用;图书情报与数字图书馆;旅游;,智慧旅游知识图谱的自动化构建研究及应用
杨波,江西财经大学,企业经济;计算机软件及计算机应用;图书情报与数字图书馆;,面向企业动态风险的知识图谱构建与应用研究
廖怡茗,江西财经大学,图书情报与数字图书馆;企业经济;,面向企业动态风险的知识图谱构建与应用研究
任彤,浙江大学,电力工业;,基于知识图谱的OPC UA信息模型研究与应用
陈晨,北京邮电大学,计算机软件及计算机应用;,基于知识图谱的漏洞检测系统的设计与实现
韩佩甫,昆明理工大学,计算机软件及计算机应用;电力工业;,基于百科的汉越双语知识图谱构建研究
李博智,电子科技大学,计算机软件及计算机应用;旅游;信息经济与邮政经济;,知识图谱健壮性增强方法的研究与实现
张永生,电子科技大学,计算机软件及计算机应用;,知识图谱嵌入技术及其应用研究
王胜培,电子科技大学,计算机软件及计算机应用;轻工业手工业;,饮食数据知识图谱推荐系统
叶蕾,武汉纺织大学,计算机软件及计算机应用;医药卫生方针政策与法律法规研究;,基于知识图谱的档案智能语义检索关键技术研究与实现
张旭升,兰州大学,计算机软件及计算机应用;金融;,面向兰州银行零售客户的知识图谱设计与研究
赵轩伟,哈尔滨理工大学,计算机软件及计算机应用;,基于医疗领域知识图谱的问答系统研究
刘禹琪,东北师范大学,中药学;计算机软件及计算机应用;,中医名方知识图谱构建与链路预测模型的研究及应用
曹芳,广东邮电职业技术学院,计算机软件及计算机应用;电信技术;信息经济与邮政经济;,基于知识图谱的学习资源推荐系统研究与设计——以“协优工程师认证”课程为例
李贺,吉林大学,图书情报与数字图书馆;计算机软件及计算机应用;新闻与传媒;,基于疾病知识图谱的自动问答系统优化研究
刘嘉宇,吉林大学,计算机软件及计算机应用;图书情报与数字图书馆;医学教育与医学边缘学科;,基于疾病知识图谱的自动问答系统优化研究
李世钰,吉林大学,计算机软件及计算机应用;医学教育与医学边缘学科;新闻与传媒;,基于疾病知识图谱的自动问答系统优化研究
吴迪,吉林大学,互联网技术;计算机软件及计算机应用;医学教育与医学边缘学科;,基于疾病知识图谱的自动问答系统优化研究
金帅岐,吉林大学,计算机软件及计算机应用;医学教育与医学边缘学科;图书情报与数字图书馆;,基于疾病知识图谱的自动问答系统优化研究
张栋豪,浙江大学,计算机软件及计算机应用;电力工业;工业通用技术及设备;,知识图谱在智能制造领域的研究现状及其应用前景综述
刘振宇,浙江大学,电力工业;自动化技术;计算机软件及计算机应用;,知识图谱在智能制造领域的研究现状及其应用前景综述
郏维强,浙江大学,计算机软件及计算机应用;电力工业;机械工业;,知识图谱在智能制造领域的研究现状及其应用前景综述
刘惠,浙江大学,计算机软件及计算机应用;电力工业;金属学及金属工艺;,知识图谱在智能制造领域的研究现状及其应用前景综述
谭建荣,浙江大学,计算机软件及计算机应用;机械工业;自动化技术;,知识图谱在智能制造领域的研究现状及其应用前景综述
赵三珊,上海电力科学研究院,电力工业;工业经济;工业通用技术及设备;,一种基于知识图谱的电气设备推荐搜索技术研究
齐晓曼,上海电力科学研究院,电力工业;工业经济;工业通用技术及设备;,一种基于知识图谱的电气设备推荐搜索技术研究
朱文,国家电网公司,电力工业;计算机软件及计算机应用;,一种基于知识图谱的电气设备推荐搜索技术研究
赵玲朗,东北师范大学,中等教育;图书情报与数字图书馆;教育理论与教育管理;,基于知识图谱的学习者画像模型设计与应用——以“高中物理”课程为例
范佳荣,东北师范大学,教育理论与教育管理;计算机软件及计算机应用;中等教育;,基于知识图谱的学习者画像模型设计与应用——以“高中物理”课程为例
赵一婷,东北师范大学,计算机软件及计算机应用;教育理论与教育管理;中等教育;,基于知识图谱的学习者画像模型设计与应用——以“高中物理”课程为例
唐烨伟,东北师范大学,教育理论与教育管理;计算机软件及计算机应用;中等教育;,基于知识图谱的学习者画像模型设计与应用——以“高中物理”课程为例
